,İlan Tarihi,Marka,Arac Tip Grubu,Arac Tip,Model Yıl,Yakıt Turu,Vites,CCM Beygir Gucu,Renk,Kasa Tipi,Kimden,Durum,Km,Fiyat
1511,Dacia,Sandero,1.5 dCi Stepway,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Füme ,Hatchback 5 Kapı,Galeriden,2. El,165000,89900
1512,Dacia,Sandero,0.9 TCe Stepway Easy-R,2019.0,Benzin,Yarı Otomatik Vites,1300 cc ve altı,Bilmiyorum,Füme ,Hatchback 5 Kapı,Galeriden,2. El,11000,114750
1513,Dacia,Duster,1.5 dCi Ambiance,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,94000,116950
1514,Dacia,Duster,1.5 dCi Ambiance,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,89000,112950
1515,Dacia,Sandero,1.5 dCi Stepway,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,3200,107500
1516,Dacia,Lodgy,1.5 dCi Stepway,2015.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gri ,MPV,Galeriden,2. El,115000,68500
1517,Dacia,Sandero,1.5 dCi Stepway,2015.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,56000,81000
1518,Dacia,Duster,1.5 dCi Ambiance,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,69000,120000
1519,Dacia,Sandero,1.5 dCi Stepway,2014.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,145000,73000
1520,Dacia,Sandero,1.5 dCi Stepway,2018.0,Dizel,Yarı Otomatik Vites,1300 cc ve altı,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,30000,115900
1521,Dacia,Logan,1.5 dCi MCV Laureate,2009.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gri ,Station Wagon,Galeriden,2. El,205000,41500
1522,Dacia,Logan,Diğer,2010.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Füme ,Sedan,Galeriden,2. El,300000,27750
1523,Dacia,Duster,1.5 dCi Laureate,2013.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,237000,81900
1524,Dacia,Solenza,1.4 Rapsodie,2004.0,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Sedan,Galeriden,2. El,220000,23900
1525,Dacia,Duster,1.5 dCi Laureate,2015.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Füme ,Arazi Aracı,Galeriden,2. El,67000,104000
1526,Dacia,Duster,1.5 dCi Laureate,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,107000,94500
1527,Dacia,Sandero,1.5 dCi Stepway,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Füme ,Hatchback 5 Kapı,Galeriden,2. El,112500,73750
1528,Dacia,Duster,1.5 dCi Laureate,2013.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,144000,95750
1529,Renault,Fluence,1.5 dCi Touch,2014.0,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Gri ,Sedan,Galeriden,2. El,124000,105500
1530,Dacia,Duster,1.5 dCi Ambiance,2014.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,72000,101500
1531,Dacia,Sandero,1.5 dCi Stepway,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,230000,64900
1532,Dacia,Duster,1.6 Sce Comfort,2020.0,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,0 km,0,126750
1533,Dacia,Sandero,1.5 dCi Stepway,2015.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,153000,81500
1534,Dacia,Duster,1.5 dCi Laureate,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Yeşil ,Arazi Aracı,Galeriden,2. El,271000,73000
1535,Dacia,Duster,1.5 dCi Prestige,2018.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,490,168000
1536,Dacia,Duster,1.5 dCi Ambiance,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,139000,98500
1537,Dacia,Duster,1.5 dCi Laureate,2017.0,Dizel,Düz Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,130000,107000
1538,Dacia,Logan,1.5 dCi MCV Ambiance,2019.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Station Wagon,Galeriden,0 km,0,119950
1539,Dacia,Sandero,1.4 Ambiance,2009.0,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Bordo ,Hatchback 5 Kapı,Galeriden,2. El,184000,43250
1540,Dacia,Duster,1.5 dCi Laureate,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,141000,113000
1541,Dacia,Lodgy,1.5 dCi Laureate,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,MPV,Galeriden,2. El,49500,114000
1542,Dacia,Sandero,1.5 dCi Stepway,2015.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,115000,84000
1543,Dacia,Duster,1.3 Tce Comfort,2019.0,Benzin,Düz Vites,1301-1600 cc,Bilmiyorum,Lacivert ,Arazi Aracı,Galeriden,2. El,2000,133900
1544,Dacia,Duster,1.5 dCi Ambiance,2011.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Bej ,Arazi Aracı,Galeriden,2. El,155000,83000
1545,Dacia,Sandero,0.9 TCe Stepway,2016.0,Benzin,Yarı Otomatik Vites,1300 cc ve altı,Bilmiyorum,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,52000,89500
1546,Dacia,Duster,1.5 dCi Prestige,2018.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Turuncu ,Arazi Aracı,Galeriden,2. El,24000,170000
1547,Dacia,Logan,1.5 dCi MCV Ambiance,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Füme ,Station Wagon,Galeriden,2. El,190000,52950
1548,Volkswagen,Polo,1.4 TDI Comfortline,2017.0,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,142000,123500
1549,Dacia,Sandero,1.5 dCi Stepway,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,275000,49000
1550,Dacia,Logan,1.5 dCi MCV Ambiance,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Station Wagon,Galeriden,2. El,102000,84500
1551,Dacia,Sandero,Diğer,2018.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gri ,Hatchback 5 Kapı,Galeriden,2. El,24500,108000
1552,Dacia,Duster,1.5 dCi Ambiance,2014.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Lacivert ,Arazi Aracı,Galeriden,2. El,251000,72250
1553,Dacia,Sandero,1.5 dCi Stepway,2011.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Füme ,Hatchback 5 Kapı,Galeriden,2. El,139000,68500
1554,Dacia,Duster,1.5 dCi Laureate,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,88000,98500
1555,Dacia,Duster,1.5 dCi Laureate,2014.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,260000,77500
1556,Dacia,Duster,1.6 Ambiance,2013.0,Benzin/LPG,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,240000,57500
1557,Dacia,Duster,1.5 dCi Ambiance,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,82000,88500
1558,Dacia,Duster,1.5 dCi Laureate,2015.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,81300,99500
1559,Dacia,Duster,1.5 dCi Laureate,2013.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,267500,76000
1560,Dacia,Lodgy,1.5 dCi Laureate,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,MPV,Galeriden,2. El,143000,93750
1561,Dacia,Duster,1.5 dCi Laureate,2015.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Füme ,Arazi Aracı,Galeriden,2. El,133000,98500
1562,Dacia,Duster,1.5 dCi Ambiance,2013.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Kahverengi ,Arazi Aracı,Galeriden,2. El,294000,85000
1563,Dacia,Duster,1.5 dCi Laureate,2014.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,28000,94500
1564,Dacia,Sandero,1.5 dCi Stepway,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,22000,98000
1565,Dacia,Duster,1.5 dCi Prestige,2018.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,51000,157000
1566,Dacia,Duster,1.5 dCi Laureate,2011.0,Dizel,Düz Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,375000,71500
1567,Dacia,Sandero,0.9 TCe Stepway,2019.0,Benzin/LPG,Düz Vites,1300 cc ve altı,Bilmiyorum,Lacivert ,Hatchback 5 Kapı,Galeriden,2. El,12000,95000
1568,Hyundai,Tucson,1.6 GDI Style,2015.0,Benzin,Otomatik Vites,1301-1600 cc,101-125 BG,Beyaz ,Arazi Aracı,Galeriden,2. El,75000,160000
1569,Dacia,Duster,1.5 dCi Laureate,2017.0,Dizel,Otomatik Vites,1301-1600 cc,Bilmiyorum,Kahverengi ,Arazi Aracı,Galeriden,2. El,117000,127900
1570,Dacia,Logan,1.5 dCi MCV Ambiance,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Station Wagon,Galeriden,2. El,168000,56950
1571,Dacia,Duster,1.5 dCi Laureate,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Füme ,Arazi Aracı,Galeriden,2. El,65500,112750
1572,Dacia,Duster,1.5 dCi Ambiance,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,173000,96250
1573,Dacia,Duster,1.6 Comfort,2019.0,Benzin,Düz Vites,1301-1600 cc,Bilmiyorum,Turuncu ,Arazi Aracı,Galeriden,2. El,20000,107500
1574,Dacia,Sandero,1.2 Ambiance,2013.0,Benzin/LPG,Düz Vites,1300 cc ve altı,Bilmiyorum,Gri ,Hatchback 5 Kapı,Galeriden,2. El,116000,47750
1575,Dacia,Duster,1.2 Tce Comfort,2018.0,Benzin,Düz Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,61000,111000
1576,Dacia,Duster,1.5 dCi Laureate,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,149000,109500
1577,Dacia,Sandero,1.5 dCi Stepway,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,170000,76750
1578,Dacia,Sandero,Diğer,2011.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Füme ,Hatchback 5 Kapı,Galeriden,2. El,183000,52500
1579,Dacia,Duster,1.5 dCi Laureate,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,135000,111000
1580,Dacia,Duster,1.5 dCi Laureate,2015.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,147000,98500
1581,Dacia,Duster,1.5 dCi Ambiance,2011.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Siyah ,Arazi Aracı,Galeriden,2. El,196000,56000
1582,Dacia,Duster,1.5 dCi Prestige,2018.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Turuncu ,Arazi Aracı,Galeriden,2. El,55000,168750
1583,Dacia,Logan,1.5 dCi MCV Black Line,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Station Wagon,Galeriden,2. El,197000,58900
1584,Dacia,Sandero,1.5 dCi Stepway,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,154500,85800
1585,Dacia,Duster,1.5 dCi Laureate,2014.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Siyah ,Arazi Aracı,Galeriden,2. El,160000,108000
1586,Dacia,Duster,1.5 dCi Laureate,2011.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gri ,Arazi Aracı,Galeriden,2. El,270000,62000
1587,Dacia,Lodgy,1.5 dCi Laureate,2014.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,MPV,Galeriden,2. El,160000,81000
1588,Mercedes,A Serisi,A 180 CDI BlueEfficiency Style,2014.0,Dizel,Otomatik Vites,1301-1600 cc,126-150 BG,Siyah ,Hatchback 5 Kapı,Galeriden,2. El,182000,199500
1589,Dacia,Duster,1.5 dCi Laureate,2012.0,Dizel,Düz Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,120000,81000
1590,Dacia,Sandero,1.5 dCi Stepway,2018.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,34000,118900
1591,Dacia,Duster,1.5 dCi Laureate,2015.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Arazi Aracı,Galeriden,2. El,110000,96700
1592,Dacia,Duster,1.5 dCi Ambiance,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,176530,85500
1593,Dacia,Duster,1.5 dCi Ambiance,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,103000,111750
1594,Dacia,Duster,1.5 dCi Ambiance,2015.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,114000,103750
1595,Dacia,Sandero,1.5 dCi Stepway,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,102000,83950
1596,Dacia,Sandero,0.9 TCe Stepway Easy-R,2016.0,Benzin,Yarı Otomatik Vites,1300 cc ve altı,Bilmiyorum,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,44500,77500
1597,Dacia,Sandero,0.9 TCe Stepway Easy-R,2016.0,Benzin,Yarı Otomatik Vites,1300 cc ve altı,Bilmiyorum,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,44000,77500
1598,Dacia,Duster,1.5 dCi Ambiance,2014.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,165000,84000
1599,Dacia,Lodgy,1.5 dCi Laureate,2014.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,MPV,Galeriden,2. El,163000,72500
1600,Dacia,Lodgy,1.5 dCi Laureate,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,MPV,Galeriden,2. El,80000,93950
1601,Dacia,Duster,1.5 dCi Laureate,2014.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,183000,95000
1602,Dacia,Sandero,1.5 dCi Stepway,2017.0,Dizel,Yarı Otomatik Vites,1301-1600 cc,Bilmiyorum,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,51000,116000
1603,Dacia,Duster,1.5 dCi Laureate,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,115000,129750
1604,Dacia,Lodgy,1.5 dCi Stepway,2018.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gri ,MPV,Galeriden,2. El,24000,126500
1605,Dacia,Lodgy,1.5 dCi Stepway,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Sarı ,MPV,Galeriden,2. El,218000,86500
1606,Dacia,Duster,1.5 dCi Laureate,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gümüş Gri ,Arazi Aracı,Galeriden,2. El,187000,88750
1607,Dacia,Duster,1.5 dCi Ambiance,2014.0,Dizel,Düz Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,117000,82750
1608,Renault,Fluence,1.5 dCi Touch,2014.0,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Gri ,Sedan,Galeriden,2. El,124000,105500
1609,Dacia,Duster,1.3 Tce Prestige,2019.0,Benzin,Düz Vites,1301-1600 cc,Bilmiyorum,Kahverengi ,Arazi Aracı,Galeriden,2. El,2500,131000
1610,Dacia,Lodgy,1.5 dCi Allroad,2017.0,Dizel,Düz Vites,1300 cc ve altı,Bilmiyorum,Beyaz ,MPV,Galeriden,2. El,75300,107500
1611,Dacia,Duster,1.5 dCi Laureate,2015.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,99000,99750
1612,Dacia,Duster,1.5 dCi Laureate,2012.0,Dizel,Düz Vites,1300 cc ve altı,Bilmiyorum,Siyah ,Arazi Aracı,Galeriden,2. El,190000,76900
1613,Dacia,Duster,1.5 dCi Laureate,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,115000,121950
1614,Dacia,Logan,1.5 dCi MCV Ambiance,2008.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Bordo ,Station Wagon,Galeriden,2. El,249000,34500
1615,Dacia,Duster,1.5 dCi Ambiance,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,92000,110500
1616,Dacia,Sandero,1.5 dCi Stepway,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,102000,89750
1617,Dacia,Sandero,1.5 dCi Stepway,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Kırmızı ,Hatchback 5 Kapı,Galeriden,2. El,80000,89750
1618,Dacia,Lodgy,1.5 dCi Stepway,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gri ,MPV,Galeriden,2. El,52000,112000
1619,Dacia,Duster,1.5 dCi Ambiance,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,101000,89450
1620,Dacia,Logan,1.5 dCi MCV Ambiance,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Station Wagon,Galeriden,2. El,217000,82500
1621,Dacia,Duster,1.5 dCi Ambiance,2014.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,250000,75750
1622,Dacia,Lodgy,1.5 dCi Laureate,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Yeşil ,MPV,Galeriden,2. El,69700,95750
1623,Dacia,Sandero,1.5 dCi Stepway,2018.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,68500,103500
1624,Dacia,Duster,1.5 dCi Ambiance,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,62000,107500
1625,Dacia,Sandero,1.5 dCi Stepway,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Kahverengi ,Hatchback 5 Kapı,Galeriden,2. El,85760,86500
1626,Dacia,Lodgy,1.5 dCi Stepway,2018.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Siyah ,MPV,Galeriden,2. El,22000,112850
1627,Dacia,Logan,1.5 dCi MCV Ambiance,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Station Wagon,Galeriden,2. El,124000,76850
1628,Hyundai,I20,1.2 Team,2011.0,Benzin,Düz Vites,1300 cc ve altı,100 BG ve altı,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,220000,49500
1629,Dacia,Sandero,1.5 dCi Stepway,2017.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Hatchback 5 Kapı,Galeriden,2. El,50000,100000
1630,Dacia,Duster,1.5 dCi Laureate,2012.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Gri ,Arazi Aracı,Galeriden,2. El,95000,91500
1631,Dacia,Duster,1.5 dCi Laurate,2012.0,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Gri ,Arazi Aracı,Sahibinden,2. El,72200,102500
1632,Dacia,Sandero,1.6 Stepway,2011.0,Benzin/LPG,Düz Vites,1601-1800 cc,100 BG ve altı,Gümüş Gri ,Hatchback 5 Kapı,Sahibinden,2. El,90000,67000
1633,Dacia,Sandero,1.5 DCI Ambiance,2010.0,Dizel,Düz Vites,1301-1600 cc,51-75 BG,Gri ,Hatchback 5 Kapı,Sahibinden,2. El,173000,46500
1634,Dacia,Duster,"1.5 dCi
",2012.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Beyaz ,Hatchback 5 Kapı,Sahibinden,2. El,210000,79000
1635,Dacia,Duster,1.5 dCi Ambiance,2016.0,Dizel,Düz Vites,1301-1600 cc,Bilmiyorum,Beyaz ,Arazi Aracı,Galeriden,2. El,142000,105000
1636,Dacia,Logan,1.5 dCi MCV Ambiance,2014.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Gri ,Station Wagon,Sahibinden,2. El,104000,74250
1637,Dacia,Duster,1.5 dCi Laureate,2017.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Füme ,Arazi Aracı,Galeriden,2. El,110000,103500
1638,Dacia,Solenza,1.4 Rapsodie,2004.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Kırmızı ,Sedan,Sahibinden,2. El,193000,22000
1639,Dacia,Sandero,1.4 Ambiance,2011.0,Benzin/LPG,Düz Vites,1301-1600 cc,51-75 BG,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,194000,42000
1640,Dacia,Duster,1.3 Tce Prestige,2019.0,Benzin,Düz Vites,1301-1600 cc,126-150 BG,Turuncu ,Arazi Aracı,Galeriden,2. El,3000,129000
1641,Dacia,Duster,1.5 dCi Laureate,2012.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Gümüş Gri ,Arazi Aracı,Sahibinden,2. El,183000,77500
1642,Dacia,Logan,1.2 16V Ambiance,2015.0,Benzin,Düz Vites,1300 cc ve altı,76-100 BG,Beyaz ,Station Wagon,Sahibinden,2. El,49000,69500
1643,Dacia,Duster,1.5 dCi Laureate,2015.0,Dizel,Düz Vites,1301-1600 cc,101-125 BG,Füme ,Crossover,Sahibinden,2. El,46000,105000
1644,BMW,7 Serisi,740d xDrive Exclusive,2012.0,Dizel,Otomatik Vites,3501-4000 cc,251-275 BG,Beyaz ,Sedan,Galeriden,2. El,128707,597500
1645,Fiat,Linea,1.3 Multijet Pop,2014.0,Dizel,Düz Vites,1300 cc ve altı,100 BG ve altı,Beyaz ,Sedan,Galeriden,2. El,184000,63950
1646,Fiat,Egea,1.6 Multijet S-Design,2019.0,Dizel,Otomatik Vites,1301-1600 cc,101-125 BG,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,16000,169500
1647,Fiat,Linea,"1.3 Multijet
",2009.0,Dizel,Düz Vites,1301-1600 cc,76-100 BG,Füme ,Sedan,Galeriden,2. El,180000,51500
1648,Fiat,Uno,60 S,1994.0,Benzin/LPG,Düz Vites,1300 cc ve altı,50 BG ve altı,Mavi ,Sedan,Sahibinden,2. El,175000,12500
1649,Fiat,Siena,1.6 HL,1999.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Kırmızı ,Sedan,Galeriden,2. El,119000,38000
1650,Fiat,Siena,1.6 HL,1999.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Beyaz ,Sedan,Galeriden,2. El,197000,36000
1651,Fiat,Stilo,1.6 Dynamic,2004.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Mavi ,Hatchback 5 Kapı,Galeriden,2. El,159000,50000
1652,Fiat,Egea,1.4 Fire Easy,2020.0,Benzin,Düz Vites,1301-1600 cc,76-100 BG,Gümüş Gri ,Sedan,Galeriden,0 km,3600,102500
1653,Fiat,Linea,1.3 Multijet Active,2013.0,Dizel,Düz Vites,1300 cc ve altı,76-100 BG,Beyaz ,Sedan,Galeriden,2. El,207000,56500
1654,Fiat,Tipo,1.6 DGT,1991.0,Benzin/LPG,Düz Vites,1301-1600 cc,76-100 BG,Kırmızı ,Hatchback 5 Kapı,Sahibinden,2. El,220000,28000
1655,Fiat,Uno,60 S,1994.0,Benzin/LPG,Düz Vites,1300 cc ve altı,51-75 BG,Yeşil ,Sedan,Sahibinden,2. El,118000,13800
1656,Fiat,Marea,1.6 Liberty,2006.0,Benzin/LPG,Düz Vites,1301-1600 cc,101-125 BG,Gri ,Sedan,Galeriden,2. El,238,34500
1657,Fiat,Egea,1.3 Multijet Urban Plus,2019.0,Dizel,Düz Vites,1300 cc ve altı,76-100 BG,Beyaz ,Sedan,Sahibinden,2. El,6250,127000
1658,Fiat,Punto,EVO 1.4 Active Fire,2011.0,Benzin,Yarı Otomatik Vites,1301-1600 cc,76-100 BG,Gümüş Gri ,Hatchback 5 Kapı,Galeriden,2. El,90790,92500
1659,Fiat,Albea,1.3 M.jet SL,2010.0,Dizel,Düz Vites,1300 cc ve altı,100 BG ve altı,Gümüş Gri ,Sedan,Sahibinden,2. El,210000,32000
1660,Fiat,Egea,1.6 E-Torq Easy Plus,2019.0,Benzin,Otomatik Vites,1601-1800 cc,101-125 BG,Beyaz ,Sedan,Sahibinden,2. El,24700,123950
